"State","County","surroundingPopulationSummed","surroundingAreaSummed","surroundingLayerFarmsSummed","surroundingLayerCountSummed","Population..2020.census.","Area..mi.2.","layerFarms","layerCount","stateLayerFarms","stateLayerCount","surroundingPopulationDensity","populationDensity","animalDensity","farmDensity","surroundAnimalDensity","surroundingFarmDensity","Cooling.Degree.Days_JAN","Heating.Degree.Days_JAN","pcp_JAN","tavg_JAN","tmax_JAN","tmin_JAN","Cooling.Degree.Days_FEB","Heating.Degree.Days_FEB","pcp_FEB","tavg_FEB","tmax_FEB","tmin_FEB","Cooling.Degree.Days_MAR","Heating.Degree.Days_MAR","pcp_MAR","tavg_MAR","tmax_MAR","tmin_MAR","Cooling.Degree.Days_APR","Heating.Degree.Days_APR","pcp_APR","tavg_APR","tmax_APR","tmin_APR","Cooling.Degree.Days_MAY","Heating.Degree.Days_MAY","pcp_MAY","tavg_MAY","tmax_MAY","tmin_MAY","Cooling.Degree.Days_JUN","Heating.Degree.Days_JUN","pcp_JUN","tavg_JUN","tmax_JUN","tmin_JUN","Cooling.Degree.Days_JUL","Heating.Degree.Days_JUL","pcp_JUL","tavg_JUL","tmax_JUL","tmin_JUL","Cooling.Degree.Days_AUG","Heating.Degree.Days_AUG","pcp_AUG","tavg_AUG","tmax_AUG","tmin_AUG","Cooling.Degree.Days_SEP","Heating.Degree.Days_SEP","pcp_SEP","tavg_SEP","tmax_SEP","tmin_SEP","Cooling.Degree.Days_OCT","Heating.Degree.Days_OCT","pcp_OCT","tavg_OCT","tmax_OCT","tmin_OCT","Cooling.Degree.Days_NOV","Heating.Degree.Days_NOV","pcp_NOV","tavg_NOV","tmax_NOV","tmin_NOV","Cooling.Degree.Days_DEC","Heating.Degree.Days_DEC","pcp_DEC","tavg_DEC","tmax_DEC","tmin_DEC","personalIncome2022","corn_fraction","soy_fraction","alfalfa_fraction","total_crop","total_crop_fraction","state_total_crop","state_total_alfalfa","state_total_corn","state_total_soy","state_total_fraction"
"alabama","chilton",449459,4969.71,258,6999,45014,692.85,91,2808,4164,7588334,90.4396836032686,64.9693295807173,4.05282528685863,0.13134156022227,1.40833167327671,0.05191449802906,11.90909091,626.1818182,5.879090909,45.19090909,56.40909091,33.94545455,12.45454545,415.3636364,6.144545455,50.61818182,62.33636364,38.86363636,33.18181818,300.1818182,5.81,56.38181818,68.76363636,43.99090909,40.90909091,121.1818182,6.329090909,62.32727273,75.36363636,49.29090909,187,22.54545455,4.608181818,70.31818182,82.7,57.90909091,371.3636364,0,4.739090909,77.39090909,88.37272727,66.36363636,460.7272727,0,4.748181818,79.85454545,90.24545455,69.47272727,453,0,4.463636364,79.60909091,90.19090909,69.01818182,319,0.909090909,2.488181818,75.54545455,87.02727273,64.06363636,95.45454545,90.90909091,3.32,65.15454545,77.7,52.6,8.090909091,360.9090909,3.420909091,53.21818182,65.85454545,40.62727273,10,492.9090909,5.751818182,49.42727273,60.18181818,38.66363636,42231,0.00103601272258606,0.000220454323627048,1.46003621815689e-05,64824,0.00361241938190084,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","choctaw",178521,6404.44,301,365560,12665,913.5,16,384,4164,7588334,27.8745682682639,13.864258347017,0.420361247947455,0.0175150519978106,57.0791513387587,0.0469986446902461,19.36363636,552.8181818,5.060909091,47.79090909,59.02727273,36.54545455,23.27272727,362.1818182,6.161818182,52.9,64.44545455,41.32727273,52.36363636,238.9090909,5.449090909,58.99090909,71.45454545,46.49090909,67.72727273,86.45454545,6.475454545,64.37272727,76.91818182,51.8,232.9090909,8.727272727,4.057272727,72.22727273,83.91818182,60.51818182,429.6363636,0,5.762727273,79.32727273,89.58181818,69.05454545,510.1818182,0,5.23,81.44545455,91.17272727,71.73636364,499.7272727,0,5.412727273,81.1,91.22727273,71.01818182,369.4545455,0,2.750909091,77.31818182,88.31818182,66.29090909,130.8181818,61.36363636,3.615454545,67.22727273,79.41818182,55.03636364,12.36363636,308.6363636,3.322727273,55.15454545,67.78181818,42.52727273,17.18181818,420.6363636,5.56,51.99090909,62.60909091,41.36363636,46440,1.33561131636563e-05,8.32643763683634e-06,0,23439,0.000990677014059934,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","clarke",309515,6474.54,296,101792,23087,1238.46,44,1305,4164,7588334,47.8049405826514,18.6417001760251,1.05372801705344,0.0355279944447136,15.7218891226249,0.0457175336008427,22.27272727,524.6363636,5.172727273,48.80909091,59.76363636,37.80909091,26.81818182,339.2727273,5.331818182,53.85454545,65.13636364,42.54545455,58.36363636,218.7272727,4.581818182,59.82727273,71.97272727,47.68181818,75.18181818,77.90909091,6.177272727,64.90909091,77.32727273,52.46363636,235.7272727,7.363636364,4.231818182,72.37272727,83.95454545,60.77272727,423.3636364,0,6.562727273,79.12727273,89.20909091,69.01818182,504,0,5.854545455,81.26363636,90.86363636,71.63636364,503.1818182,0,5.815454545,81.23636364,91.27272727,71.2,373.3636364,0,3.552727273,77.43636364,88.09090909,66.79090909,137,56.09090909,3.517272727,67.60909091,79.39090909,55.82727273,16.81818182,282.6363636,3.382727273,56.16363636,68.30909091,44.00909091,19.72727273,398,5.976363636,52.8,63.06363636,42.53636364,45179,0.000188583268863145,0.000152606232614497,0,50087,0.00156150937139169,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","clay",170870,3244.88,227,274557,14236,603.96,51,356274,4164,7588334,52.65834175686,23.5710974236704,589.896681899463,0.0844426783230677,84.6123739552772,0.0699563620226326,8.363636364,671.7272727,6.163636364,43.60909091,54.72727273,32.47272727,7.636363636,464.0909091,6.54,48.70909091,60.26363636,37.14545455,22.18181818,344.7272727,5.637272727,54.6,67.38181818,41.78181818,26.54545455,155.4545455,6.050909091,60.70909091,74.18181818,47.22727273,148.5454545,35.27272727,4.985454545,68.65454545,81,56.31818182,320.8181818,0,6.036363636,75.68181818,86.66363636,64.71818182,415.5454545,0,5.462727273,78.4,89,67.78181818,395.5454545,0,4.755454545,77.76363636,88.35454545,67.15454545,260.0909091,5.363636364,2.805454545,73.46363636,85.16363636,61.76363636,76.81818182,118.1818182,3.5,63.66363636,76.1,51.24545455,5,401.6363636,3.909090909,51.79090909,64.46363636,39.11818182,6.272727273,535.6363636,6.38,47.94545455,58.69090909,37.14545455,39876,0.000353971182125058,0.000117564205152245,4.05944917192364e-05,17633,0.00112724830312645,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","cleburne",451684,4172.86,582,731376,15056,560.1,38,48702,4164,7588334,108.243267207623,26.8809141224781,86.9523299410819,0.0678450276736297,175.269719089545,0.139472687796859,7.454545455,680.5454545,5.891818182,43.27272727,54.1,32.47272727,6.090909091,477.1818182,5.957272727,48.19090909,59.8,36.58181818,20.72727273,359.6363636,5.385454545,54.06363636,66.47272727,41.63636364,25.54545455,158.2727273,5.624545455,60.57272727,73.8,47.34545455,146.3636364,41.54545455,4.691818182,68.39090909,80.48181818,56.29090909,316,0,5.246363636,75.51818182,86.35454545,64.69090909,409.2727273,0,4.636363636,78.19090909,88.48181818,67.9,390.7272727,0,5.100909091,77.59090909,88.06363636,67.11818182,251.0909091,6.636363636,2.891818182,73.11818182,84.7,61.53636364,68.90909091,123.3636364,3.261818182,63.25454545,75.53636364,50.96363636,4.818181818,412,3.791818182,51.42727273,63.95454545,38.89090909,5.363636364,540.4545455,6.295454545,47.74545455,57.97272727,37.49090909,44235,0.000480886359578647,8.51339813760936e-05,0,25878,0.00178388434821907,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","coffee",159758,3446.95,234,862303,53465,678.97,47,-47,4164,7588334,46.3476406678368,78.744274415659,-0.0692224987849242,0.0692224987849242,250.164058080332,0.0678861022062983,24.18181818,523.5454545,4.926363636,48.90909091,60.53636364,37.24545455,31.63636364,325.0909091,5.062727273,54.52727273,66.51818182,42.5,61.18181818,211.5454545,4.271818182,60.16363636,72.53636364,47.74545455,80.27272727,74.72727273,5.895454545,65.19090909,77.8,52.56363636,251.2727273,6.181818182,4.333636364,72.9,85.07272727,60.73636364,432.9090909,0,5.523636364,79.44545455,89.95454545,68.9,497.5454545,0,6.457272727,81.05454545,91.22727273,70.86363636,496.4545455,0,5.656363636,81.00909091,91.38181818,70.63636364,373.0909091,0,4.424545455,77.42727273,88.47272727,66.4,147.5454545,46.09090909,3.406363636,68.26363636,80.75454545,55.78181818,23.18181818,266.7272727,2.961818182,56.87272727,69.6,44.13636364,19.90909091,385.6363636,6.430909091,53.20909091,64.20909091,42.16363636,50729,0.0098274866238107,0.0019055721695178,1.20555446116912e-05,1311649,0.074587938841416,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","colbert",177600,2416.2,301,411502,57227,592.62,47,-47,4164,7588334,73.5038490191209,96.5660963180453,-0.0793088319665216,0.0793088319665216,170.30957702177,0.12457578015065,5.818181818,733.2727273,5.178181818,41.54545455,51.86363636,31.21818182,5.636363636,543.1818182,6.905454545,45.81818182,56.47272727,35.14545455,24.36363636,400,6.517272727,52.88181818,64.97272727,40.78181818,31,175.3636364,5.585454545,60.18181818,73.15454545,47.2,161.8181818,39.54545455,3.974545455,68.94545455,80.77272727,57.10909091,345.6363636,0,4.422727273,76.51818182,87.58181818,65.43636364,443.7272727,0,5.455454545,79.30909091,89.80909091,68.81818182,406.2727273,0,6.011818182,78.1,88.67272727,67.51818182,266.9090909,9.454545455,2.544545455,73.56363636,85.59090909,61.54545455,71.72727273,131.8181818,3.902727273,63.05454545,75.71818182,50.37272727,2.818181818,446.7272727,3.475454545,50.21818182,62.84545455,37.62727273,4.545454545,589.1818182,5.937272727,46.14545455,56.53636364,35.71818182,44061,0.042046383277332,0.0253185731502691,1.1075776319564e-06,1878407,0.122381269230019,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","conecuh",113150,3778.04,182,444802,11597,850.16,33,-47,4164,7588334,29.9493917481022,13.6409617013268,-0.0552837113014021,0.038816222828644,117.733533790008,0.0481731268064923,27.27272727,504.7272727,5.090909091,49.6,60.82727273,38.35454545,32.36363636,316.2727273,4.915454545,54.85454545,66.28181818,43.42727273,64.45454545,203.7272727,4.426363636,60.50909091,72.96363636,48.03636364,82.54545455,75.54545455,6.122727273,65.22727273,77.91818182,52.53636364,238.4545455,6.363636364,5.441818182,72.47272727,84.59090909,60.36363636,425.9090909,0,5.940909091,79.19090909,89.42727273,68.96363636,502.1818182,0,5.45,81.2,91.02727273,71.34545455,497.3636364,0,5.532727273,81.05454545,91.11818182,70.97272727,366.2727273,0,4.162727273,77.21818182,87.89090909,66.55454545,146.4545455,54.90909091,3.461818182,67.94545455,80.16363636,55.71818182,22.09090909,271.1818182,3.15,56.7,69.43636364,43.96363636,24.54545455,377.9090909,6.052727273,53.59090909,64.45454545,42.72727273,40376,0.00314758880589389,0.000809979458829809,0,349611,0.0158776410754667,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","coosa",493711,4153.52,375,365574,10387,650.93,11,132,4164,7588334,118.865685009341,15.9571689736224,0.202786781988847,0.0168988984990706,88.015466399584,0.0902848668117645,10.81818182,637.4545455,6.024545455,44.78181818,56.02727273,33.54545455,10.45454545,424.3636364,6.078181818,50.22727273,61.89090909,38.54545455,28.81818182,309.1818182,5.525454545,55.97272727,68.74545455,43.17272727,37.81818182,126.1818182,6.318181818,62.04545455,75.37272727,48.71818182,179.3636364,23.18181818,4.895454545,70.02727273,82.45454545,57.63636364,364.4545455,0,5.829090909,77.13636364,88.07272727,66.2,453.4545455,0,5.151818182,79.63636364,90.09090909,69.17272727,439,0,4.556363636,79.17272727,89.65454545,68.65454545,306.5454545,1,2.949090909,75.10909091,86.64545455,63.62727273,93.81818182,95.81818182,3.525454545,64.93636364,77.34545455,52.51818182,7.090909091,370.4545455,3.64,52.88181818,65.55454545,40.2,7.272727273,503.1818182,6.090909091,49,59.80909091,38.19090909,39617,1.72014583941438e-06,1.0498821157805e-05,1.1151290269307e-05,10414,0.00061771030247108,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
"alabama","covington",447696,6428.29,450,239959,37570,1030.46,81,442770,4164,7588334,69.6446488879624,36.4594452962754,429.681889641519,0.0786056712536149,37.328589718261,0.0700030645786049,25.18181818,508.7272727,4.752727273,49.40909091,61.12727273,37.64545455,32.54545455,318.7272727,4.875454545,54.77272727,66.86363636,42.70909091,60.45454545,206.7272727,4.051818182,60.29090909,72.93636364,47.60909091,84.54545455,74.81818182,6.010909091,65.31818182,78.21818182,52.44545455,245.4545455,5.545454545,4.769090909,72.72727273,85.1,60.35454545,433.6363636,0,6.2,79.44545455,89.91818182,68.98181818,501.8181818,0,6.034545455,81.19090909,91.25454545,71.08181818,498.2727273,0,5.733636364,81.06363636,91.32727273,70.82727273,374,0,4.516363636,77.46363636,88.4,66.53636364,147.4545455,49.27272727,3.590909091,68.16363636,80.63636364,55.66363636,23.27272727,264.9090909,2.908181818,56.95454545,70.04545455,43.84545455,22.27272727,375.8181818,6.402727273,53.58181818,65.00909091,42.18181818,41543,0.00431135379239005,0.000591333468487375,0,984691,0.0368952442287607,46927395,2.82379478522501e-05,0.00675258148507041,0.00631987915132365,0.0357757379279683
